"","Year","(semi-) final","Edition","JuryOrTelevoting","FromCountry","ToCountry","Points","ToSameAsFrom","FinalOrSemiFinal"
"6740",1991,"f","1991f","J","Yugoslavia","Greece",4,"no","Final"
"6741",1991,"f","1991f","J","Yugoslavia","Iceland",0,"no","Final"
"6742",1991,"f","1991f","J","Yugoslavia","Ireland",3,"no","Final"
"6743",1991,"f","1991f","J","Yugoslavia","Israel",12,"no","Final"
"6744",1991,"f","1991f","J","Yugoslavia","Italy",7,"no","Final"
"6745",1991,"f","1991f","J","Yugoslavia","Luxembourg",0,"no","Final"
"6746",1991,"f","1991f","J","Yugoslavia","Malta",1,"no","Final"
"6747",1991,"f","1991f","J","Yugoslavia","Norway",0,"no","Final"
"6748",1991,"f","1991f","J","Yugoslavia","Portugal",0,"no","Final"
"6749",1991,"f","1991f","J","Yugoslavia","Spain",8,"no","Final"
"6750",1991,"f","1991f","J","Yugoslavia","Sweden",6,"no","Final"
"6751",1991,"f","1991f","J","Yugoslavia","Switzerland",5,"no","Final"
"6752",1991,"f","1991f","J","Yugoslavia","Turkey",0,"no","Final"
"6753",1991,"f","1991f","J","Yugoslavia","United Kingdom",0,"no","Final"
"6754",1991,"f","1991f","J","Yugoslavia","Yugoslavia",0,"yes","Final"
"6755",1992,"f","1992f","J","Austria","Austria",0,"yes","Final"
"6756",1992,"f","1992f","J","Austria","Belgium",0,"no","Final"
"6757",1992,"f","1992f","J","Austria","Cyprus",0,"no","Final"
"6758",1992,"f","1992f","J","Austria","Denmark",3,"no","Final"
"6759",1992,"f","1992f","J","Austria","Finland",0,"no","Final"
"6760",1992,"f","1992f","J","Austria","France",0,"no","Final"
"6761",1992,"f","1992f","J","Austria","Germany",0,"no","Final"
"6762",1992,"f","1992f","J","Austria","Greece",4,"no","Final"
"6763",1992,"f","1992f","J","Austria","Iceland",7,"no","Final"
"6764",1992,"f","1992f","J","Austria","Ireland",10,"no","Final"
"6765",1992,"f","1992f","J","Austria","Israel",1,"no","Final"
"6766",1992,"f","1992f","J","Austria","Italy",6,"no","Final"
"6767",1992,"f","1992f","J","Austria","Luxembourg",0,"no","Final"
"6768",1992,"f","1992f","J","Austria","Malta",8,"no","Final"
"6769",1992,"f","1992f","J","Austria","Norway",0,"no","Final"
"6770",1992,"f","1992f","J","Austria","Portugal",0,"no","Final"
"6771",1992,"f","1992f","J","Austria","Spain",2,"no","Final"
"6772",1992,"f","1992f","J","Austria","Sweden",0,"no","Final"
"6773",1992,"f","1992f","J","Austria","Switzerland",0,"no","Final"
"6774",1992,"f","1992f","J","Austria","The Netherlands",5,"no","Final"
"6775",1992,"f","1992f","J","Austria","Turkey",0,"no","Final"
"6776",1992,"f","1992f","J","Austria","United Kingdom",12,"no","Final"
"6777",1992,"f","1992f","J","Austria","Yugoslavia",0,"no","Final"
"6778",1992,"f","1992f","J","Belgium","Austria",8,"no","Final"
"6779",1992,"f","1992f","J","Belgium","Belgium",0,"yes","Final"
"6780",1992,"f","1992f","J","Belgium","Cyprus",0,"no","Final"
"6781",1992,"f","1992f","J","Belgium","Denmark",0,"no","Final"
"6782",1992,"f","1992f","J","Belgium","Finland",0,"no","Final"
"6783",1992,"f","1992f","J","Belgium","France",0,"no","Final"
"6784",1992,"f","1992f","J","Belgium","Germany",6,"no","Final"
"6785",1992,"f","1992f","J","Belgium","Greece",0,"no","Final"
"6786",1992,"f","1992f","J","Belgium","Iceland",4,"no","Final"
"6787",1992,"f","1992f","J","Belgium","Ireland",7,"no","Final"
"6788",1992,"f","1992f","J","Belgium","Israel",0,"no","Final"
"6789",1992,"f","1992f","J","Belgium","Italy",0,"no","Final"
"6790",1992,"f","1992f","J","Belgium","Luxembourg",0,"no","Final"
"6791",1992,"f","1992f","J","Belgium","Malta",10,"no","Final"
"6792",1992,"f","1992f","J","Belgium","Norway",3,"no","Final"
"6793",1992,"f","1992f","J","Belgium","Portugal",0,"no","Final"
"6794",1992,"f","1992f","J","Belgium","Spain",1,"no","Final"
"6795",1992,"f","1992f","J","Belgium","Sweden",0,"no","Final"
"6796",1992,"f","1992f","J","Belgium","Switzerland",5,"no","Final"
"6797",1992,"f","1992f","J","Belgium","The Netherlands",2,"no","Final"
"6798",1992,"f","1992f","J","Belgium","Turkey",0,"no","Final"
"6799",1992,"f","1992f","J","Belgium","United Kingdom",12,"no","Final"
"6800",1992,"f","1992f","J","Belgium","Yugoslavia",0,"no","Final"
"6801",1992,"f","1992f","J","Cyprus","Austria",8,"no","Final"
"6802",1992,"f","1992f","J","Cyprus","Belgium",0,"no","Final"
"6803",1992,"f","1992f","J","Cyprus","Cyprus",0,"yes","Final"
"6804",1992,"f","1992f","J","Cyprus","Denmark",0,"no","Final"
"6805",1992,"f","1992f","J","Cyprus","Finland",0,"no","Final"
"6806",1992,"f","1992f","J","Cyprus","France",3,"no","Final"
"6807",1992,"f","1992f","J","Cyprus","Germany",0,"no","Final"
"6808",1992,"f","1992f","J","Cyprus","Greece",12,"no","Final"
"6809",1992,"f","1992f","J","Cyprus","Iceland",0,"no","Final"
"6810",1992,"f","1992f","J","Cyprus","Ireland",5,"no","Final"
"6811",1992,"f","1992f","J","Cyprus","Israel",4,"no","Final"
"6812",1992,"f","1992f","J","Cyprus","Italy",10,"no","Final"
"6813",1992,"f","1992f","J","Cyprus","Luxembourg",0,"no","Final"
"6814",1992,"f","1992f","J","Cyprus","Malta",1,"no","Final"
"6815",1992,"f","1992f","J","Cyprus","Norway",0,"no","Final"
"6816",1992,"f","1992f","J","Cyprus","Portugal",0,"no","Final"
"6817",1992,"f","1992f","J","Cyprus","Spain",0,"no","Final"
"6818",1992,"f","1992f","J","Cyprus","Sweden",0,"no","Final"
"6819",1992,"f","1992f","J","Cyprus","Switzerland",0,"no","Final"
"6820",1992,"f","1992f","J","Cyprus","The Netherlands",7,"no","Final"
"6821",1992,"f","1992f","J","Cyprus","Turkey",0,"no","Final"
"6822",1992,"f","1992f","J","Cyprus","United Kingdom",6,"no","Final"
"6823",1992,"f","1992f","J","Cyprus","Yugoslavia",2,"no","Final"
"6824",1992,"f","1992f","J","Denmark","Austria",7,"no","Final"
"6825",1992,"f","1992f","J","Denmark","Belgium",0,"no","Final"
"6826",1992,"f","1992f","J","Denmark","Cyprus",0,"no","Final"
"6827",1992,"f","1992f","J","Denmark","Denmark",0,"yes","Final"
"6828",1992,"f","1992f","J","Denmark","Finland",0,"no","Final"
"6829",1992,"f","1992f","J","Denmark","France",0,"no","Final"
"6830",1992,"f","1992f","J","Denmark","Germany",3,"no","Final"
"6831",1992,"f","1992f","J","Denmark","Greece",0,"no","Final"
"6832",1992,"f","1992f","J","Denmark","Iceland",5,"no","Final"
"6833",1992,"f","1992f","J","Denmark","Ireland",10,"no","Final"
"6834",1992,"f","1992f","J","Denmark","Israel",2,"no","Final"
"6835",1992,"f","1992f","J","Denmark","Italy",0,"no","Final"
"6836",1992,"f","1992f","J","Denmark","Luxembourg",0,"no","Final"
"6837",1992,"f","1992f","J","Denmark","Malta",8,"no","Final"
"6838",1992,"f","1992f","J","Denmark","Norway",6,"no","Final"
"6839",1992,"f","1992f","J","Denmark","Portugal",0,"no","Final"
"6840",1992,"f","1992f","J","Denmark","Spain",1,"no","Final"
"6841",1992,"f","1992f","J","Denmark","Sweden",4,"no","Final"
"6842",1992,"f","1992f","J","Denmark","Switzerland",0,"no","Final"
"6843",1992,"f","1992f","J","Denmark","The Netherlands",0,"no","Final"
"6844",1992,"f","1992f","J","Denmark","Turkey",0,"no","Final"
"6845",1992,"f","1992f","J","Denmark","United Kingdom",12,"no","Final"
"6846",1992,"f","1992f","J","Denmark","Yugoslavia",0,"no","Final"
"6847",1992,"f","1992f","J","Finland","Austria",0,"no","Final"
"6848",1992,"f","1992f","J","Finland","Belgium",0,"no","Final"
"6849",1992,"f","1992f","J","Finland","Cyprus",8,"no","Final"
"6850",1992,"f","1992f","J","Finland","Denmark",0,"no","Final"
"6851",1992,"f","1992f","J","Finland","Finland",0,"yes","Final"
"6852",1992,"f","1992f","J","Finland","France",7,"no","Final"
"6853",1992,"f","1992f","J","Finland","Germany",0,"no","Final"
"6854",1992,"f","1992f","J","Finland","Greece",5,"no","Final"
"6855",1992,"f","1992f","J","Finland","Iceland",0,"no","Final"
"6856",1992,"f","1992f","J","Finland","Ireland",10,"no","Final"
"6857",1992,"f","1992f","J","Finland","Israel",0,"no","Final"
"6858",1992,"f","1992f","J","Finland","Italy",12,"no","Final"
"6859",1992,"f","1992f","J","Finland","Luxembourg",0,"no","Final"
"6860",1992,"f","1992f","J","Finland","Malta",0,"no","Final"
"6861",1992,"f","1992f","J","Finland","Norway",1,"no","Final"
"6862",1992,"f","1992f","J","Finland","Portugal",2,"no","Final"
"6863",1992,"f","1992f","J","Finland","Spain",3,"no","Final"
"6864",1992,"f","1992f","J","Finland","Sweden",0,"no","Final"
"6865",1992,"f","1992f","J","Finland","Switzerland",0,"no","Final"
"6866",1992,"f","1992f","J","Finland","The Netherlands",0,"no","Final"
"6867",1992,"f","1992f","J","Finland","Turkey",0,"no","Final"
"6868",1992,"f","1992f","J","Finland","United Kingdom",6,"no","Final"
"6869",1992,"f","1992f","J","Finland","Yugoslavia",4,"no","Final"
"6870",1992,"f","1992f","J","France","Austria",0,"no","Final"
"6871",1992,"f","1992f","J","France","Belgium",3,"no","Final"
"6872",1992,"f","1992f","J","France","Cyprus",2,"no","Final"
"6873",1992,"f","1992f","J","France","Denmark",0,"no","Final"
"6874",1992,"f","1992f","J","France","Finland",0,"no","Final"
"6875",1992,"f","1992f","J","France","France",0,"yes","Final"
"6876",1992,"f","1992f","J","France","Germany",0,"no","Final"
"6877",1992,"f","1992f","J","France","Greece",7,"no","Final"
"6878",1992,"f","1992f","J","France","Iceland",0,"no","Final"
"6879",1992,"f","1992f","J","France","Ireland",0,"no","Final"
"6880",1992,"f","1992f","J","France","Israel",8,"no","Final"
"6881",1992,"f","1992f","J","France","Italy",12,"no","Final"
"6882",1992,"f","1992f","J","France","Luxembourg",0,"no","Final"
"6883",1992,"f","1992f","J","France","Malta",0,"no","Final"
"6884",1992,"f","1992f","J","France","Norway",0,"no","Final"
"6885",1992,"f","1992f","J","France","Portugal",0,"no","Final"
"6886",1992,"f","1992f","J","France","Spain",6,"no","Final"
"6887",1992,"f","1992f","J","France","Sweden",1,"no","Final"
"6888",1992,"f","1992f","J","France","Switzerland",0,"no","Final"
"6889",1992,"f","1992f","J","France","The Netherlands",4,"no","Final"
"6890",1992,"f","1992f","J","France","Turkey",0,"no","Final"
"6891",1992,"f","1992f","J","France","United Kingdom",10,"no","Final"
"6892",1992,"f","1992f","J","France","Yugoslavia",5,"no","Final"
"6893",1992,"f","1992f","J","Germany","Austria",0,"no","Final"
"6894",1992,"f","1992f","J","Germany","Belgium",0,"no","Final"
"6895",1992,"f","1992f","J","Germany","Cyprus",0,"no","Final"
"6896",1992,"f","1992f","J","Germany","Denmark",5,"no","Final"
"6897",1992,"f","1992f","J","Germany","Finland",0,"no","Final"
"6898",1992,"f","1992f","J","Germany","France",3,"no","Final"
"6899",1992,"f","1992f","J","Germany","Germany",0,"yes","Final"
"6900",1992,"f","1992f","J","Germany","Greece",0,"no","Final"
"6901",1992,"f","1992f","J","Germany","Iceland",6,"no","Final"
"6902",1992,"f","1992f","J","Germany","Ireland",10,"no","Final"
"6903",1992,"f","1992f","J","Germany","Israel",4,"no","Final"
"6904",1992,"f","1992f","J","Germany","Italy",1,"no","Final"
"6905",1992,"f","1992f","J","Germany","Luxembourg",0,"no","Final"
"6906",1992,"f","1992f","J","Germany","Malta",0,"no","Final"
"6907",1992,"f","1992f","J","Germany","Norway",0,"no","Final"
"6908",1992,"f","1992f","J","Germany","Portugal",8,"no","Final"
"6909",1992,"f","1992f","J","Germany","Spain",0,"no","Final"
"6910",1992,"f","1992f","J","Germany","Sweden",0,"no","Final"
"6911",1992,"f","1992f","J","Germany","Switzerland",0,"no","Final"
"6912",1992,"f","1992f","J","Germany","The Netherlands",7,"no","Final"
"6913",1992,"f","1992f","J","Germany","Turkey",0,"no","Final"
"6914",1992,"f","1992f","J","Germany","United Kingdom",12,"no","Final"
"6915",1992,"f","1992f","J","Germany","Yugoslavia",2,"no","Final"
"6916",1992,"f","1992f","J","Greece","Austria",8,"no","Final"
"6917",1992,"f","1992f","J","Greece","Belgium",0,"no","Final"
"6918",1992,"f","1992f","J","Greece","Cyprus",10,"no","Final"
"6919",1992,"f","1992f","J","Greece","Denmark",0,"no","Final"
"6920",1992,"f","1992f","J","Greece","Finland",0,"no","Final"
"6921",1992,"f","1992f","J","Greece","France",0,"no","Final"
"6922",1992,"f","1992f","J","Greece","Germany",0,"no","Final"
"6923",1992,"f","1992f","J","Greece","Greece",0,"yes","Final"
"6924",1992,"f","1992f","J","Greece","Iceland",6,"no","Final"
"6925",1992,"f","1992f","J","Greece","Ireland",12,"no","Final"
"6926",1992,"f","1992f","J","Greece","Israel",0,"no","Final"
"6927",1992,"f","1992f","J","Greece","Italy",3,"no","Final"
"6928",1992,"f","1992f","J","Greece","Luxembourg",0,"no","Final"
"6929",1992,"f","1992f","J","Greece","Malta",7,"no","Final"
"6930",1992,"f","1992f","J","Greece","Norway",0,"no","Final"
"6931",1992,"f","1992f","J","Greece","Portugal",2,"no","Final"
"6932",1992,"f","1992f","J","Greece","Spain",4,"no","Final"
"6933",1992,"f","1992f","J","Greece","Sweden",0,"no","Final"
"6934",1992,"f","1992f","J","Greece","Switzerland",0,"no","Final"
"6935",1992,"f","1992f","J","Greece","The Netherlands",5,"no","Final"
"6936",1992,"f","1992f","J","Greece","Turkey",0,"no","Final"
"6937",1992,"f","1992f","J","Greece","United Kingdom",0,"no","Final"
"6938",1992,"f","1992f","J","Greece","Yugoslavia",1,"no","Final"
"6939",1992,"f","1992f","J","Iceland","Austria",0,"no","Final"
"6940",1992,"f","1992f","J","Iceland","Belgium",0,"no","Final"
"6941",1992,"f","1992f","J","Iceland","Cyprus",0,"no","Final"
"6942",1992,"f","1992f","J","Iceland","Denmark",6,"no","Final"
"6943",1992,"f","1992f","J","Iceland","Finland",0,"no","Final"
"6944",1992,"f","1992f","J","Iceland","France",0,"no","Final"
"6945",1992,"f","1992f","J","Iceland","Germany",0,"no","Final"
"6946",1992,"f","1992f","J","Iceland","Greece",2,"no","Final"
"6947",1992,"f","1992f","J","Iceland","Iceland",0,"yes","Final"
"6948",1992,"f","1992f","J","Iceland","Ireland",7,"no","Final"
"6949",1992,"f","1992f","J","Iceland","Israel",0,"no","Final"
"6950",1992,"f","1992f","J","Iceland","Italy",10,"no","Final"
"6951",1992,"f","1992f","J","Iceland","Luxembourg",0,"no","Final"
"6952",1992,"f","1992f","J","Iceland","Malta",8,"no","Final"
"6953",1992,"f","1992f","J","Iceland","Norway",1,"no","Final"
"6954",1992,"f","1992f","J","Iceland","Portugal",0,"no","Final"
"6955",1992,"f","1992f","J","Iceland","Spain",0,"no","Final"
"6956",1992,"f","1992f","J","Iceland","Sweden",0,"no","Final"
"6957",1992,"f","1992f","J","Iceland","Switzerland",12,"no","Final"
"6958",1992,"f","1992f","J","Iceland","The Netherlands",3,"no","Final"
"6959",1992,"f","1992f","J","Iceland","Turkey",0,"no","Final"
"6960",1992,"f","1992f","J","Iceland","United Kingdom",4,"no","Final"
"6961",1992,"f","1992f","J","Iceland","Yugoslavia",5,"no","Final"
"6962",1992,"f","1992f","J","Ireland","Austria",12,"no","Final"
"6963",1992,"f","1992f","J","Ireland","Belgium",0,"no","Final"
"6964",1992,"f","1992f","J","Ireland","Cyprus",6,"no","Final"
"6965",1992,"f","1992f","J","Ireland","Denmark",0,"no","Final"
"6966",1992,"f","1992f","J","Ireland","Finland",0,"no","Final"
"6967",1992,"f","1992f","J","Ireland","France",5,"no","Final"
"6968",1992,"f","1992f","J","Ireland","Germany",2,"no","Final"
"6969",1992,"f","1992f","J","Ireland","Greece",0,"no","Final"
"6970",1992,"f","1992f","J","Ireland","Iceland",0,"no","Final"
"6971",1992,"f","1992f","J","Ireland","Ireland",0,"yes","Final"
"6972",1992,"f","1992f","J","Ireland","Israel",0,"no","Final"
"6973",1992,"f","1992f","J","Ireland","Italy",0,"no","Final"
"6974",1992,"f","1992f","J","Ireland","Luxembourg",0,"no","Final"
"6975",1992,"f","1992f","J","Ireland","Malta",10,"no","Final"
"6976",1992,"f","1992f","J","Ireland","Norway",0,"no","Final"
"6977",1992,"f","1992f","J","Ireland","Portugal",0,"no","Final"
"6978",1992,"f","1992f","J","Ireland","Spain",0,"no","Final"
"6979",1992,"f","1992f","J","Ireland","Sweden",0,"no","Final"
"6980",1992,"f","1992f","J","Ireland","Switzerland",1,"no","Final"
"6981",1992,"f","1992f","J","Ireland","The Netherlands",8,"no","Final"
"6982",1992,"f","1992f","J","Ireland","Turkey",3,"no","Final"
"6983",1992,"f","1992f","J","Ireland","United Kingdom",7,"no","Final"
"6984",1992,"f","1992f","J","Ireland","Yugoslavia",4,"no","Final"
"6985",1992,"f","1992f","J","Israel","Austria",0,"no","Final"
"6986",1992,"f","1992f","J","Israel","Belgium",0,"no","Final"
"6987",1992,"f","1992f","J","Israel","Cyprus",3,"no","Final"
"6988",1992,"f","1992f","J","Israel","Denmark",6,"no","Final"
"6989",1992,"f","1992f","J","Israel","Finland",1,"no","Final"
"6990",1992,"f","1992f","J","Israel","France",12,"no","Final"
"6991",1992,"f","1992f","J","Israel","Germany",0,"no","Final"
"6992",1992,"f","1992f","J","Israel","Greece",7,"no","Final"
"6993",1992,"f","1992f","J","Israel","Iceland",4,"no","Final"
"6994",1992,"f","1992f","J","Israel","Ireland",0,"no","Final"
"6995",1992,"f","1992f","J","Israel","Israel",0,"yes","Final"
"6996",1992,"f","1992f","J","Israel","Italy",0,"no","Final"
"6997",1992,"f","1992f","J","Israel","Luxembourg",0,"no","Final"
"6998",1992,"f","1992f","J","Israel","Malta",0,"no","Final"
"6999",1992,"f","1992f","J","Israel","Norway",0,"no","Final"
"7000",1992,"f","1992f","J","Israel","Portugal",8,"no","Final"
"7001",1992,"f","1992f","J","Israel","Spain",0,"no","Final"
"7002",1992,"f","1992f","J","Israel","Sweden",0,"no","Final"
"7003",1992,"f","1992f","J","Israel","Switzerland",0,"no","Final"
"7004",1992,"f","1992f","J","Israel","The Netherlands",5,"no","Final"
"7005",1992,"f","1992f","J","Israel","Turkey",0,"no","Final"
"7006",1992,"f","1992f","J","Israel","United Kingdom",2,"no","Final"
"7007",1992,"f","1992f","J","Israel","Yugoslavia",10,"no","Final"
"7008",1992,"f","1992f","J","Italy","Austria",0,"no","Final"
"7009",1992,"f","1992f","J","Italy","Belgium",0,"no","Final"
"7010",1992,"f","1992f","J","Italy","Cyprus",4,"no","Final"
"7011",1992,"f","1992f","J","Italy","Denmark",0,"no","Final"
"7012",1992,"f","1992f","J","Italy","Finland",0,"no","Final"
"7013",1992,"f","1992f","J","Italy","France",6,"no","Final"
"7014",1992,"f","1992f","J","Italy","Germany",0,"no","Final"
"7015",1992,"f","1992f","J","Italy","Greece",12,"no","Final"
"7016",1992,"f","1992f","J","Italy","Iceland",5,"no","Final"
"7017",1992,"f","1992f","J","Italy","Ireland",2,"no","Final"
"7018",1992,"f","1992f","J","Italy","Israel",0,"no","Final"
"7019",1992,"f","1992f","J","Italy","Italy",0,"yes","Final"
"7020",1992,"f","1992f","J","Italy","Luxembourg",0,"no","Final"
"7021",1992,"f","1992f","J","Italy","Malta",3,"no","Final"
"7022",1992,"f","1992f","J","Italy","Norway",0,"no","Final"
"7023",1992,"f","1992f","J","Italy","Portugal",1,"no","Final"
"7024",1992,"f","1992f","J","Italy","Spain",7,"no","Final"
"7025",1992,"f","1992f","J","Italy","Sweden",0,"no","Final"
"7026",1992,"f","1992f","J","Italy","Switzerland",10,"no","Final"
"7027",1992,"f","1992f","J","Italy","The Netherlands",0,"no","Final"
"7028",1992,"f","1992f","J","Italy","Turkey",0,"no","Final"
"7029",1992,"f","1992f","J","Italy","United Kingdom",8,"no","Final"
"7030",1992,"f","1992f","J","Italy","Yugoslavia",0,"no","Final"
"7031",1992,"f","1992f","J","Luxembourg","Austria",0,"no","Final"
"7032",1992,"f","1992f","J","Luxembourg","Belgium",1,"no","Final"
"7033",1992,"f","1992f","J","Luxembourg","Cyprus",0,"no","Final"
"7034",1992,"f","1992f","J","Luxembourg","Denmark",6,"no","Final"
"7035",1992,"f","1992f","J","Luxembourg","Finland",0,"no","Final"
"7036",1992,"f","1992f","J","Luxembourg","France",0,"no","Final"
"7037",1992,"f","1992f","J","Luxembourg","Germany",0,"no","Final"
"7038",1992,"f","1992f","J","Luxembourg","Greece",0,"no","Final"
"7039",1992,"f","1992f","J","Luxembourg","Iceland",5,"no","Final"
"7040",1992,"f","1992f","J","Luxembourg","Ireland",10,"no","Final"
"7041",1992,"f","1992f","J","Luxembourg","Israel",8,"no","Final"
"7042",1992,"f","1992f","J","Luxembourg","Italy",0,"no","Final"
"7043",1992,"f","1992f","J","Luxembourg","Luxembourg",0,"yes","Final"
"7044",1992,"f","1992f","J","Luxembourg","Malta",12,"no","Final"
"7045",1992,"f","1992f","J","Luxembourg","Norway",4,"no","Final"
"7046",1992,"f","1992f","J","Luxembourg","Portugal",0,"no","Final"
"7047",1992,"f","1992f","J","Luxembourg","Spain",3,"no","Final"
"7048",1992,"f","1992f","J","Luxembourg","Sweden",0,"no","Final"
"7049",1992,"f","1992f","J","Luxembourg","Switzerland",0,"no","Final"
"7050",1992,"f","1992f","J","Luxembourg","The Netherlands",0,"no","Final"
"7051",1992,"f","1992f","J","Luxembourg","Turkey",0,"no","Final"
"7052",1992,"f","1992f","J","Luxembourg","United Kingdom",7,"no","Final"
"7053",1992,"f","1992f","J","Luxembourg","Yugoslavia",2,"no","Final"
"7054",1992,"f","1992f","J","Malta","Austria",4,"no","Final"
"7055",1992,"f","1992f","J","Malta","Belgium",0,"no","Final"
"7056",1992,"f","1992f","J","Malta","Cyprus",1,"no","Final"
"7057",1992,"f","1992f","J","Malta","Denmark",0,"no","Final"
"7058",1992,"f","1992f","J","Malta","Finland",0,"no","Final"
"7059",1992,"f","1992f","J","Malta","France",0,"no","Final"
"7060",1992,"f","1992f","J","Malta","Germany",0,"no","Final"
"7061",1992,"f","1992f","J","Malta","Greece",0,"no","Final"
"7062",1992,"f","1992f","J","Malta","Iceland",0,"no","Final"
"7063",1992,"f","1992f","J","Malta","Ireland",12,"no","Final"
"7064",1992,"f","1992f","J","Malta","Israel",7,"no","Final"
"7065",1992,"f","1992f","J","Malta","Italy",5,"no","Final"
"7066",1992,"f","1992f","J","Malta","Luxembourg",10,"no","Final"
"7067",1992,"f","1992f","J","Malta","Malta",0,"yes","Final"
"7068",1992,"f","1992f","J","Malta","Norway",0,"no","Final"
"7069",1992,"f","1992f","J","Malta","Portugal",0,"no","Final"
"7070",1992,"f","1992f","J","Malta","Spain",2,"no","Final"
"7071",1992,"f","1992f","J","Malta","Sweden",0,"no","Final"
"7072",1992,"f","1992f","J","Malta","Switzerland",0,"no","Final"
"7073",1992,"f","1992f","J","Malta","The Netherlands",0,"no","Final"
"7074",1992,"f","1992f","J","Malta","Turkey",8,"no","Final"
"7075",1992,"f","1992f","J","Malta","United Kingdom",6,"no","Final"
"7076",1992,"f","1992f","J","Malta","Yugoslavia",3,"no","Final"
"7077",1992,"f","1992f","J","Norway","Austria",0,"no","Final"
"7078",1992,"f","1992f","J","Norway","Belgium",0,"no","Final"
"7079",1992,"f","1992f","J","Norway","Cyprus",3,"no","Final"
"7080",1992,"f","1992f","J","Norway","Denmark",6,"no","Final"
"7081",1992,"f","1992f","J","Norway","Finland",0,"no","Final"
"7082",1992,"f","1992f","J","Norway","France",10,"no","Final"
"7083",1992,"f","1992f","J","Norway","Germany",0,"no","Final"
"7084",1992,"f","1992f","J","Norway","Greece",8,"no","Final"
"7085",1992,"f","1992f","J","Norway","Iceland",1,"no","Final"
"7086",1992,"f","1992f","J","Norway","Ireland",7,"no","Final"
"7087",1992,"f","1992f","J","Norway","Israel",2,"no","Final"
"7088",1992,"f","1992f","J","Norway","Italy",12,"no","Final"
"7089",1992,"f","1992f","J","Norway","Luxembourg",0,"no","Final"
"7090",1992,"f","1992f","J","Norway","Malta",0,"no","Final"
"7091",1992,"f","1992f","J","Norway","Norway",0,"yes","Final"
"7092",1992,"f","1992f","J","Norway","Portugal",0,"no","Final"
"7093",1992,"f","1992f","J","Norway","Spain",5,"no","Final"
"7094",1992,"f","1992f","J","Norway","Sweden",0,"no","Final"
"7095",1992,"f","1992f","J","Norway","Switzerland",0,"no","Final"
"7096",1992,"f","1992f","J","Norway","The Netherlands",4,"no","Final"
"7097",1992,"f","1992f","J","Norway","Turkey",0,"no","Final"
"7098",1992,"f","1992f","J","Norway","United Kingdom",0,"no","Final"
"7099",1992,"f","1992f","J","Norway","Yugoslavia",0,"no","Final"
"7100",1992,"f","1992f","J","Portugal","Austria",3,"no","Final"
"7101",1992,"f","1992f","J","Portugal","Belgium",0,"no","Final"
"7102",1992,"f","1992f","J","Portugal","Cyprus",2,"no","Final"
"7103",1992,"f","1992f","J","Portugal","Denmark",1,"no","Final"
"7104",1992,"f","1992f","J","Portugal","Finland",0,"no","Final"
"7105",1992,"f","1992f","J","Portugal","France",0,"no","Final"
"7106",1992,"f","1992f","J","Portugal","Germany",10,"no","Final"
"7107",1992,"f","1992f","J","Portugal","Greece",5,"no","Final"
"7108",1992,"f","1992f","J","Portugal","Iceland",6,"no","Final"
"7109",1992,"f","1992f","J","Portugal","Ireland",4,"no","Final"
"7110",1992,"f","1992f","J","Portugal","Israel",7,"no","Final"
"7111",1992,"f","1992f","J","Portugal","Italy",8,"no","Final"
"7112",1992,"f","1992f","J","Portugal","Luxembourg",0,"no","Final"
"7113",1992,"f","1992f","J","Portugal","Malta",12,"no","Final"
"7114",1992,"f","1992f","J","Portugal","Norway",0,"no","Final"
"7115",1992,"f","1992f","J","Portugal","Portugal",0,"yes","Final"
"7116",1992,"f","1992f","J","Portugal","Spain",0,"no","Final"
"7117",1992,"f","1992f","J","Portugal","Sweden",0,"no","Final"
"7118",1992,"f","1992f","J","Portugal","Switzerland",0,"no","Final"
"7119",1992,"f","1992f","J","Portugal","The Netherlands",0,"no","Final"
"7120",1992,"f","1992f","J","Portugal","Turkey",0,"no","Final"
"7121",1992,"f","1992f","J","Portugal","United Kingdom",0,"no","Final"
"7122",1992,"f","1992f","J","Portugal","Yugoslavia",0,"no","Final"
"7123",1992,"f","1992f","J","Spain","Austria",2,"no","Final"
"7124",1992,"f","1992f","J","Spain","Belgium",3,"no","Final"
"7125",1992,"f","1992f","J","Spain","Cyprus",0,"no","Final"
"7126",1992,"f","1992f","J","Spain","Denmark",4,"no","Final"
"7127",1992,"f","1992f","J","Spain","Finland",0,"no","Final"
"7128",1992,"f","1992f","J","Spain","France",6,"no","Final"
"7129",1992,"f","1992f","J","Spain","Germany",0,"no","Final"
"7130",1992,"f","1992f","J","Spain","Greece",0,"no","Final"
"7131",1992,"f","1992f","J","Spain","Iceland",8,"no","Final"
"7132",1992,"f","1992f","J","Spain","Ireland",1,"no","Final"
"7133",1992,"f","1992f","J","Spain","Israel",10,"no","Final"
"7134",1992,"f","1992f","J","Spain","Italy",0,"no","Final"
"7135",1992,"f","1992f","J","Spain","Luxembourg",0,"no","Final"
"7136",1992,"f","1992f","J","Spain","Malta",12,"no","Final"
"7137",1992,"f","1992f","J","Spain","Norway",0,"no","Final"
"7138",1992,"f","1992f","J","Spain","Portugal",0,"no","Final"
"7139",1992,"f","1992f","J","Spain","Spain",0,"yes","Final"
"7140",1992,"f","1992f","J","Spain","Sweden",0,"no","Final"
"7141",1992,"f","1992f","J","Spain","Switzerland",0,"no","Final"
